timestamp,stdout,stderr,rtt
2024-06-09 16:00:14,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=24.2 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=170 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=216 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=27.3 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3032ms
rtt min/avg/max/mdev = 24.165/109.321/215.515/85.128 ms
",,109.375
2024-06-09 16:00:21,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=68.5 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=3.92 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=127 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=25.7 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3010ms
rtt min/avg/max/mdev = 3.916/56.185/126.631/46.846 ms
",,56.28
2024-06-09 16:00:29,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=4.17 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=102 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=19.1 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=22.8 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3010ms
rtt min/avg/max/mdev = 4.165/37.007/101.934/38.130 ms
",,37.017500000000005
2024-06-09 16:00:36,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=8.76 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=59.7 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=1009 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 3 received, 25% packet loss, time 3021ms
rtt min/avg/max/mdev = 8.764/359.038/1008.652/459.816 ms, pipe 2
",,359.15333333333336
2024-06-09 16:00:44,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=3.17 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=4.75 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=4.06 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=5.90 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3007ms
rtt min/avg/max/mdev = 3.170/4.471/5.904/0.998 ms
",,4.470000000000001
2024-06-09 16:00:51,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=7.35 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=6.85 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=29.2 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=15.6 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3319ms
rtt min/avg/max/mdev = 6.846/14.747/29.151/9.019 ms
",,14.75
2024-06-09 16:00:58,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=3.92 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=70.2 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=7.87 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=112 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3011ms
rtt min/avg/max/mdev = 3.921/48.385/111.525/44.952 ms
",,48.4975
2024-06-09 16:01:05,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=4.97 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=92.4 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=262 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=5.84 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3055ms
rtt min/avg/max/mdev = 4.970/91.413/262.414/104.925 ms
",,91.3025
2024-06-09 16:01:12,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=88.5 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=6.67 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=28.7 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=6.72 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3009ms
rtt min/avg/max/mdev = 6.674/32.634/88.488/33.469 ms
",,32.6475
2024-06-09 16:01:19,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=31.9 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=51.4 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=9.52 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=21.9 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3084ms
rtt min/avg/max/mdev = 9.518/28.690/51.427/15.341 ms
",,28.68
2024-06-09 16:01:27,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=143 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=5.30 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=35.1 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=3.24 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3006ms
rtt min/avg/max/mdev = 3.238/46.743/143.359/57.185 ms
",,46.660000000000004
2024-06-09 16:01:34,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=40.1 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=5.25 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=4.42 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=12.1 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3219ms
rtt min/avg/max/mdev = 4.422/15.465/40.071/14.517 ms
",,15.467500000000001
2024-06-09 16:01:41,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=112 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=80.7 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=102 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=77.9 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3006ms
rtt min/avg/max/mdev = 77.948/93.284/112.239/14.427 ms
",,93.15
2024-06-09 16:01:48,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=33.3 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=52.4 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=5.12 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=279 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3033ms
rtt min/avg/max/mdev = 5.116/92.456/279.100/109.060 ms
",,92.455
2024-06-09 16:01:55,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=4.35 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=7.79 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=87.6 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=99.4 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3055ms
rtt min/avg/max/mdev = 4.354/49.787/99.439/43.935 ms
",,49.785
2024-06-09 16:02:02,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=85.8 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=40.4 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=7.08 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=4.70 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3178ms
rtt min/avg/max/mdev = 4.700/34.505/85.800/32.812 ms
",,34.495
2024-06-09 16:02:10,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=95.4 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=43.7 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=60.8 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=84.0 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3316ms
rtt min/avg/max/mdev = 43.694/70.969/95.431/20.090 ms
",,70.97500000000001
2024-06-09 16:02:17,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=83.7 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=95.8 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=173 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=196 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3017ms
rtt min/avg/max/mdev = 83.744/136.982/195.730/48.087 ms
",,137.125
2024-06-09 16:02:24,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=80.9 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=3.51 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=5.80 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=4.28 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3007ms
rtt min/avg/max/mdev = 3.510/23.627/80.917/33.086 ms
",,23.622500000000002
2024-06-09 16:02:31,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=5.94 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=4.50 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=20.6 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=116 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3014ms
rtt min/avg/max/mdev = 4.502/36.833/116.261/46.290 ms
",,36.76
2024-06-09 16:02:38,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=67.9 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=9.34 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=57.4 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=84.2 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3007ms
rtt min/avg/max/mdev = 9.339/54.710/84.201/27.883 ms
",,54.71000000000001
2024-06-09 16:02:46,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=4.56 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=85.4 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=48.3 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=66.6 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3074ms
rtt min/avg/max/mdev = 4.556/51.203/85.378/29.950 ms
",,51.214999999999996
2024-06-09 16:02:53,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=87.2 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=103 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=52.7 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=81.0 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3027ms
rtt min/avg/max/mdev = 52.657/80.880/102.643/18.098 ms
",,80.975
2024-06-09 16:03:00,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=3.54 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=71.6 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=77.2 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=51.3 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3263ms
rtt min/avg/max/mdev = 3.540/50.926/77.235/29.008 ms
",,50.91
2024-06-09 16:03:07,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=7.20 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=153 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=110 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=22.1 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3030ms
rtt min/avg/max/mdev = 7.198/73.176/153.136/60.690 ms
",,73.075
2024-06-09 16:03:14,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=59.3 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=48.0 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=23.9 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=71.9 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3061ms
rtt min/avg/max/mdev = 23.920/50.764/71.874/17.655 ms
",,50.775
2024-06-09 16:03:21,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=4.59 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=350 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=257 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 3 received, 25% packet loss, time 3025ms
rtt min/avg/max/mdev = 4.589/204.113/350.378/146.104 ms
",,203.86333333333332
2024-06-09 16:03:29,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=420 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=9.74 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=33.2 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=120 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3092ms
rtt min/avg/max/mdev = 9.738/145.702/420.140/163.659 ms
",,145.735
2024-06-09 16:03:37,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=88.6 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=99.0 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=39.7 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=6.06 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3028ms
rtt min/avg/max/mdev = 6.056/58.322/99.015/37.586 ms
",,58.34
2024-06-09 16:03:44,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=107 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=4.17 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=20.5 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=91.9 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3038ms
rtt min/avg/max/mdev = 4.169/55.795/106.582/44.140 ms
",,55.892500000000005
2024-06-09 16:03:51,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=7.24 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=117 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=27.1 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=828 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3061ms
rtt min/avg/max/mdev = 7.243/244.817/827.857/339.152 ms
",,244.835
2024-06-09 16:03:59,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=109 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=8.33 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=151 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=5.13 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3071ms
rtt min/avg/max/mdev = 5.132/68.375/150.710/63.369 ms
",,68.365
2024-06-09 16:04:06,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=29.1 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=19.0 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=75.3 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=9.14 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3053ms
rtt min/avg/max/mdev = 9.143/33.138/75.271/25.327 ms
",,33.135000000000005
2024-06-09 16:04:13,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=47.6 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=4.56 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=150 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=8.47 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3021ms
rtt min/avg/max/mdev = 4.560/52.606/149.838/58.600 ms
",,52.6575
2024-06-09 16:04:20,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=8.03 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=19.2 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=8.37 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=224 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3035ms
rtt min/avg/max/mdev = 8.031/65.000/224.385/92.130 ms
",,64.9
2024-06-09 16:04:27,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=5.79 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=177 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=68.8 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=5.19 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3116ms
rtt min/avg/max/mdev = 5.194/64.106/176.629/69.920 ms
",,64.195
2024-06-09 16:04:34,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=6.57 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=63.8 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=87.2 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=6.84 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3030ms
rtt min/avg/max/mdev = 6.574/41.110/87.184/35.380 ms
",,41.1025
2024-06-09 16:04:41,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=10.7 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=206 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=191 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=170 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3031ms
rtt min/avg/max/mdev = 10.694/144.352/206.284/78.242 ms
",,144.425
2024-06-09 16:04:49,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=46.3 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=193 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=138 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=210 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3008ms
rtt min/avg/max/mdev = 46.347/146.693/209.586/63.729 ms
",,146.825
2024-06-09 16:04:56,"PING 10.0.04 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=162 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=106 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=85.7 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=88.6 ms

--- 10.0.04 ping statistics ---
4 packets transmitted, 4 received, 0% packet loss, time 3073ms
rtt min/avg/max/mdev = 85.682/110.506/161.579/30.514 ms
",,110.57499999999999
